Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2013,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.9,Overall
2016,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2016,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2016,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2015,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2015,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2015,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2015,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2012,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2012,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2012,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2012,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2011,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2011,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2011,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Female
2014,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2014,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Male
2014,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2014,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2013,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,Overall
2016,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2016,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2016,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2016,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2016,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2015,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2015,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2015,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2015,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2015,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2015,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2015,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2012,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2012,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2012,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2012,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2011,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2011,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2014,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2014,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2013,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2013,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2013,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Female
2013,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Male
2013,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.7,Overall
2016,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2016,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2016,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2015,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2015,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2012,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2012,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2012,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2012,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2012,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2011,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2014,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2014,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2014,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2014,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2013,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Female
2013,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2013,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Male
2013,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,Overall
2016,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Overall
2016,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Overall
2016,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Overall
2016,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Male
2015,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Male
2012,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Overall
2011,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Female
2014,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Male
2014,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Female
2014,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Male
2013,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Female
2013,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,Male
2016,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2016,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2016,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2015,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2012,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2012,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Female
2012,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2012,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2012,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2011,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2011,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2011,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2011,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2011,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2014,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Female
2014,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2014,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2013,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2013,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2013,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2013,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2013,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Overall
2013,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Male
2013,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,Female
2016,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2016,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2015,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2015,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2015,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2015,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2015,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2015,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2012,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2012,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2012,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2012,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2012,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2012,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2011,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2011,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2011,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2014,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2014,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2014,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2014,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Overall
2014,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Male
2013,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2013,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,Female
2016,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2016,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2016,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2015,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2012,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2012,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2012,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2012,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2012,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2011,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2011,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2011,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Female
2013,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2013,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Male
2016,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2015,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2012,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2012,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2014,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall
2014,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2013,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2013,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2013,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Female
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Male
2016,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2016,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2016,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2016,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2015,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2015,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2012,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2011,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2014,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2014,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2014,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall
2013,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Female
2013,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Male
2016,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2016,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2016,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Female
2015,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2015,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2015,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Female
2015,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2012,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Female
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2011,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2011,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Male
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall
2016,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2016,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2015,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2015,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2015,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2015,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2012,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Female
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2012,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2011,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2014,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Female
2013,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Male
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Male
2016,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2015,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Male
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2015,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2015,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2012,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2012,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2012,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2011,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2011,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2014,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2014,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2014,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2014,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2014,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Male
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2014,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Male
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall
2013,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2013,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Male
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Female
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Female
2015,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2012,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2011,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2011,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2011,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Female
2014,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2014,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Female
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2014,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Male
2013,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2013,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2016,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Male
2016,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2015,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Male
2012,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2011,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2014,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall
2014,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2014,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Female
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Male
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
